ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Childrens,Total_Spent,Total_Purchases,Family_Size,Age,Customer_For_Months
2156,1955,PhD,Couple,22554,03/11/2012,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,2,41,10,4,61,157
7788,1983,PhD,Couple,23536,04/06/2014,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,1,10,4,3,33,138
10323,1952,Graduation,Couple,49413,25/10/2013,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0,1,304,13,3,64,146
7947,1969,Graduation,Couple,42231,25/03/2014,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2,37,5,4,47,141
1891,1980,Master,Single,78789,08/08/2012,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,0,1754,16,1,36,160
2570,1968,Graduation,Couple,56534,23/07/2013,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,1,815,25,3,48,149
9256,1971,Graduation,Single,58350,04/01/2013,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,3,11,0,1,1001,27,2,45,155
7397,1951,Graduation,Single,49090,19/07/2013,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0,1,688,21,2,65,149
6349,1987,Master,Single,61787,06/07/2013,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,3,11,0,0,1319,19,1,29,149
10790,1985,PhD,Couple,18169,19/02/2013,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,21,4,3,31,154
10398,1981,2n Cycle,Single,24336,27/08/2012,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,31,4,2,35,160
2431,1990,Graduation,Couple,18222,31/12/2012,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,3,11,0,0,67,6,2,26,155
550,1952,Graduation,Single,62335,23/05/2013,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,1,708,21,2,64,151
1890,1971,2n Cycle,Couple,42033,19/09/2012,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,25,4,4,45,159
10742,1983,PhD,Couple,86580,27/02/2013,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,3,11,0,0,746,11,2,33,154
10356,1957,PhD,Single,41437,22/09/2012,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2,32,5,3,59,159
4676,1951,Master,Single,73705,05/03/2014,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,3,11,0,2,1695,25,3,65,141
8852,1976,Graduation,Couple,61064,31/08/2012,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,1,1080,28,3,40,160
5294,1989,Graduation,Single,18358,20/11/2013,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,1,57,10,2,27,145
1958,1973,PhD,Couple,55012,21/03/2014,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,1,660,25,3,43,141
7349,1973,Highschool,Couple,9722,02/10/2012,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,1,103,11,3,43,158
8799,1984,PhD,Couple,38175,23/09/2013,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,1,153,11,3,32,147
1351,1956,Master,Couple,58656,20/09/2012,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,1,1220,32,3,60,159
1045,1965,Graduation,Couple,52117,16/08/2012,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,1,279,13,3,51,160
7732,1978,Graduation,Couple,64813,02/01/2014,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,1,745,20,3,38,143
8070,1973,PhD,Couple,54222,01/03/2014,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,1,264,12,3,43,141
477,1986,Graduation,Couple,83512,17/06/2014,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,0,2157,22,2,30,138
7832,1959,Master,Couple,77520,28/08/2013,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,1,1526,23,3,57,147
2202,1978,Graduation,Couple,41154,09/04/2013,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,1,69,6,3,38,152
7396,1966,Graduation,Couple,80398,10/11/2012,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,0,1597,26,2,50,157
4055,1992,Highschool,Single,18746,29/05/2014,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,1,64,8,2,24,138
10091,1956,Graduation,Single,60230,20/05/2013,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,1,1067,17,2,60,151
7629,1977,Graduation,Couple,22108,08/05/2014,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,31,7,4,39,139
10640,1974,Graduation,Couple,44392,05/09/2013,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,2,211,14,4,42,147
3498,1976,PhD,Couple,55424,25/11/2012,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,1,877,25,3,40,157
6742,1979,Graduation,Couple,17688,13/01/2013,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,1,11,4,3,37,155
1172,1983,PhD,Couple,92491,01/05/2013,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,0,2034,25,2,33,151
569,1991,Graduation,Single,90273,14/12/2013,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,0,1991,19,1,25,144
4686,1962,PhD,Single,82571,02/04/2014,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,0,1686,24,1,54,140
1381,1982,PhD,Single,38513,28/01/2014,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,1,324,17,2,34,142
2634,1979,Master,Single,16653,18/04/2014,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,1,69,9,2,37,140
10905,1955,Graduation,Couple,42586,29/10/2012,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,2,252,16,4,61,158
1744,1965,Highschool,Single,23529,07/01/2013,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,1,54,5,2,51,155
3828,1951,Graduation,Couple,71107,17/02/2013,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,1,1327,28,3,65,154
8605,1964,PhD,Couple,46910,23/03/2014,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2,68,7,4,52,141
4351,1955,Graduation,Single,37244,27/04/2013,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,2,55,5,3,61,152
10129,1966,Graduation,Couple,82427,12/03/2014,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,0,1456,21,2,50,141
2499,1958,2n Cycle,Single,75342,06/05/2013,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,1,563,18,2,58,151
10092,1954,Graduation,Single,70044,18/02/2013,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,1,1504,26,2,62,154
5796,1963,Graduation,Couple,77437,26/11/2013,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,0,1125,23,2,53,144
10556,1959,Graduation,Couple,54984,24/05/2014,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,1,358,17,3,57,139
1064,1971,PhD,Couple,42403,11/12/2013,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,42,5,3,45,144
48,1964,Graduation,Couple,55761,24/04/2014,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,1,184,10,3,52,140
7610,1983,Graduation,Couple,37292,18/04/2013,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,1,460,19,3,33,152
263,1945,PhD,Single,45576,28/05/2014,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,0,145,8,1,71,138
10814,1947,Graduation,Couple,70321,16/01/2013,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,0,1376,25,2,69,155
9710,1969,PhD,Single,58086,20/01/2013,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,1,792,23,2,47,155
9292,1952,Graduation,Couple,81795,26/10/2012,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,0,1382,23,2,64,158
10250,1947,Highschool,Couple,28389,20/11/2012,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,28,4,2,69,157
5847,1969,Graduation,Single,69901,29/05/2013,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,1,882,23,2,47,151
737,1949,PhD,Couple,80360,03/03/2013,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,0,2231,15,2,67,153
3878,1980,2n Cycle,Single,31859,27/02/2014,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,48,5,2,36,141
5092,1949,PhD,Single,51569,12/02/2013,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,1,467,19,2,67,154
5394,1979,Highschool,Single,16014,17/03/2013,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,2,38,10,3,37,153
3798,1968,Graduation,Couple,41120,06/11/2013,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,2,81,9,4,48,145
3524,1971,Master,Single,39763,04/08/2013,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,1,167,10,2,45,148
5247,1955,PhD,Couple,38725,10/05/2014,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2,45,7,4,61,139
5883,1972,Graduation,Couple,77981,26/05/2013,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,1,664,21,3,44,151
2118,1964,2n Cycle,Couple,62905,10/09/2013,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,1,622,20,3,52,147
8812,1979,2n Cycle,Single,13533,10/03/2013,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,48,7,2,37,153
6616,1975,Graduation,Couple,59481,23/10/2013,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,1,461,16,3,41,146
2797,1977,Graduation,Couple,72117,20/08/2013,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,1,1073,26,3,39,148
4328,1986,2n Cycle,Couple,21955,07/09/2013,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1,55,8,3,30,147
9167,1956,Graduation,Couple,67131,26/03/2013,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,1,976,26,3,60,153
10560,1980,PhD,Single,36802,16/06/2014,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,20,5,2,36,138
5534,1975,Master,Couple,47808,20/10/2013,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,1,224,10,3,41,146
5093,1974,PhD,Single,25509,18/09/2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,1,101,9,2,42,159
8584,1952,PhD,Couple,85431,08/06/2013,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,0,1165,17,2,64,150
2694,1967,Graduation,Couple,42664,18/03/2014,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,24,5,3,49,141
164,1977,PhD,Couple,28973,13/10/2012,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,0,269,13,2,39,158
10477,1973,PhD,Couple,39435,06/08/2013,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,1,102,7,3,43,148
2681,1984,2n Cycle,Couple,65370,01/08/2013,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,0,461,19,2,32,148
5150,1979,Highschool,Single,20194,17/12/2012,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,47,7,2,37,156
5283,1976,PhD,Single,42473,17/02/2014,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,2,144,10,3,40,142
9645,1968,Graduation,Couple,64590,14/10/2012,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,0,1338,24,2,48,158
10678,1959,Graduation,Couple,71232,28/11/2013,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,1,917,25,3,57,144
7261,1971,Graduation,Couple,34600,01/01/2013,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,2,318,17,4,45,155
9648,1967,Graduation,Single,46904,03/11/2012,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,2,253,14,3,49,157
2870,1973,Graduation,Couple,49094,21/09/2012,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,1,502,20,3,43,159
8008,1983,Graduation,Couple,36075,09/12/2013,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,1,119,7,3,33,144
1513,1979,2n Cycle,Couple,60839,28/08/2012,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,2,1250,29,4,37,160
7960,1962,2n Cycle,Couple,82122,15/08/2013,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,0,1382,26,2,54,148
9905,1952,Graduation,Couple,34074,13/07/2013,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,2,255,14,4,64,149
10691,1960,Master,Couple,28520,14/06/2013,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,2,43,5,4,56,150
7002,1955,Graduation,Single,62535,03/10/2013,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,1,398,14,2,61,146
2952,1977,Master,Single,36273,16/04/2014,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,1,76,8,2,39,140
8439,1964,Graduation,Couple,63404,06/06/2014,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,2,902,15,4,52,138
2831,1976,Graduation,Couple,78416,27/06/2014,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,1,1179,26,3,40,137
6977,1974,Graduation,Couple,75702,14/10/2012,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,1,1921,29,3,42,158
6289,1951,Master,Couple,59385,28/04/2013,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,2,185,10,4,65,152
8397,1951,Graduation,Couple,44689,10/01/2014,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,2,34,6,4,65,143
6237,1966,PhD,Single,7144,07/12/2013,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,2,416,25,3,50,144
1619,1956,Graduation,Couple,90369,28/04/2014,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,0,1588,17,2,60,139
1990,1974,PhD,Single,63159,05/11/2012,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,0,1797,17,1,42,157
269,1963,PhD,Single,46757,16/11/2012,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,1,1143,21,2,53,157
8093,1969,Master,Couple,79734,28/06/2014,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,0,914,14,2,47,137
10513,1992,Graduation,Couple,63207,20/01/2013,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,0,1502,12,2,24,155
10177,1954,Graduation,Single,72071,14/02/2013,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,1,1338,20,2,62,154
2549,1983,PhD,Couple,21840,21/07/2013,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,1,27,5,3,33,149
5782,1982,2n Cycle,Couple,58582,28/09/2013,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,1,763,22,3,34,146
10057,1951,Graduation,Single,72282,19/07/2013,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,0,1331,22,1,65,149
10307,1956,Graduation,Couple,50387,31/08/2013,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,2,525,19,4,60,147
8566,1961,PhD,Couple,32583,15/06/2014,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,9,4,4,55,138
2415,1962,Graduation,Couple,62568,07/04/2014,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,1,953,16,3,54,140
5684,1971,Master,Single,44635,11/10/2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,68,7,3,45,146
9166,1968,Graduation,Couple,63967,09/08/2013,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,1,882,23,3,48,148
1440,1978,2n Cycle,Couple,52513,04/09/2012,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,0,1149,25,2,38,159
78,1969,Graduation,Couple,25293,15/09/2013,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,1,37,5,3,47,147
5441,1965,PhD,Single,54111,25/08/2013,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,1,388,15,2,51,148
5302,1986,Graduation,Couple,78394,15/02/2013,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,0,1428,16,2,30,154
4687,1958,Master,Couple,80739,23/05/2013,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,0,1633,24,2,58,151
1087,1975,Master,Couple,22669,22/05/2013,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,1,173,10,3,41,151
6859,1987,Graduation,Single,29236,08/10/2013,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,1,99,9,2,29,146
9860,1959,Graduation,Couple,44911,15/03/2013,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,1,215,12,3,57,153
7129,1962,PhD,Couple,54693,17/02/2013,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,1,929,31,3,54,154
5866,1974,Graduation,Couple,48186,20/03/2014,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,1,219,12,3,42,141
7393,1978,Graduation,Couple,41580,10/12/2012,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2,92,9,4,38,156
7849,1970,PhD,Couple,80336,09/09/2013,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,0,1052,25,2,46,147
332,1957,Graduation,Couple,47743,22/03/2013,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,1,275,14,3,59,153
531,1954,PhD,Single,57333,22/09/2012,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,1,1662,33,2,62,159
9576,1982,PhD,Couple,32313,11/02/2013,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,1,159,11,3,34,154
6906,1953,Master,Single,84953,03/06/2013,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,0,1024,18,1,63,150
7419,1968,Master,Single,27071,23/04/2014,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,35,7,2,48,140
3170,1957,Master,Couple,68148,31/08/2013,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,0,1042,15,2,59,147
8527,1965,Master,Couple,65735,07/12/2013,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,2,395,19,4,51,144
7872,1975,PhD,Couple,86836,12/09/2012,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,0,557,23,2,41,159
9931,1963,PhD,Couple,4023,23/06/2014,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,2,9,15,4,53,138
10595,1990,Graduation,Couple,30093,08/07/2013,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,69,6,2,26,149
4609,1966,PhD,Couple,57705,11/01/2014,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,1,486,18,3,50,143
5010,1988,Graduation,Single,25008,02/02/2014,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1,34,6,2,28,142
4427,1995,2n Cycle,Single,83257,18/09/2012,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,0,1365,28,1,21,159
11148,1975,Graduation,Couple,22280,19/05/2013,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,13,4,3,41,151
1168,1978,PhD,Couple,72159,29/10/2012,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,0,1401,21,2,38,158
9595,1961,Graduation,Couple,64260,11/01/2013,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,0,1574,14,2,55,155
10163,1984,PhD,Single,82733,10/09/2013,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,0,1323,20,1,32,147
2886,1971,Master,Single,74290,12/08/2013,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,1,1217,32,2,45,148
6710,1951,Master,Single,58217,17/11/2012,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,3,103,7,4,65,157
5316,1976,Master,Couple,21024,04/07/2013,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,0,84,7,2,40,149
9029,1972,PhD,Couple,70116,26/01/2013,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,0,1536,23,2,44,155
521,1985,Graduation,Couple,54006,18/09/2012,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,1,581,18,3,31,159
1459,1966,PhD,Couple,69063,07/11/2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,1,928,14,3,50,157
10241,1975,2n Cycle,Single,11448,15/12/2013,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0,14,4,1,41,144
3254,1971,Graduation,Couple,70886,14/10/2013,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,1,960,14,3,45,146
3678,1973,Graduation,Single,60208,07/10/2012,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,2,656,29,3,43,158
4227,1968,Master,Couple,32889,06/09/2013,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2,55,9,4,48,147
9467,1984,Graduation,Single,34738,11/05/2014,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,20,5,2,32,139
8486,1971,Master,Couple,30538,01/10/2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,1,367,17,3,45,159
2186,1977,2n Cycle,Couple,82326,10/03/2014,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,0,2257,22,2,39,141
3286,1967,PhD,Single,26642,01/03/2014,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,42,7,2,49,141
8602,1964,Graduation,Single,69932,12/06/2013,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0,1,1049,26,2,52,150
3722,1972,Graduation,Single,44503,16/04/2014,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2,48,7,3,44,140
6715,1948,PhD,Single,60200,02/01/2013,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,1,685,25,2,68,155
4796,1952,Graduation,Single,49638,19/04/2014,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0,1,39,5,2,64,140
9612,1987,2n Cycle,Single,23830,07/02/2014,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,43,5,1,29,142
3766,1959,Master,Single,33051,16/08/2012,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1,0,835,21,1,57,160
1399,1958,Graduation,Couple,72905,21/01/2014,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,0,1515,20,2,58,143
1570,1951,PhD,Couple,69702,19/02/2013,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,1,1039,26,3,65,154
3426,1975,Graduation,Single,70300,15/07/2013,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0,1,1596,26,2,41,149
3074,1984,PhD,Couple,70643,15/10/2012,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,0,1828,18,2,32,158
8341,1969,PhD,Couple,30396,30/04/2014,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1,1,34,6,3,47,139
5180,1968,PhD,Single,50616,18/04/2014,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0,1,149,10,2,48,140
6461,1969,Master,Single,62772,19/05/2013,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0,1,946,23,2,47,151
7679,1985,PhD,Single,30298,19/05/2014,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0,0,28,6,1,31,139
10702,1984,Graduation,Single,52413,03/11/2012,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0,1,450,17,2,32,157
7505,1957,PhD,Couple,44155,19/01/2014,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0,2,46,5,4,59,143
